,Genre,ID,popularity,is_exp,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
157,hiphop,3NUNeQXrz9MBkzfrHUJ8PJ,50,True,You Da One (feat. Yo Gotti),0.704,0.622,1,-4.576,1,0.305,0.0612,0.0,0.0979,0.163,168.074,4
158,hiphop,0QorFiIXq63UHjwub6K8uF,67,True,Lil Boat (feat. Lil Yachty) - Remix,0.787,0.691,6,-4.261,0,0.0806,0.0169,8.08e-06,0.102,0.573,150.07,4
159,hiphop,307WAuPuAGxZz7EWoA6LQD,50,True,Trap Love,0.615,0.587,1,-5.741,0,0.0652,0.207,0.0,0.321,0.0567,89.352,5
160,hiphop,5L5lvpoKu2gh5HIhGjruSS,51,True,Wasted (feat. YG),0.871,0.479,1,-7.21,1,0.1,0.0395,0.0,0.316,0.303,99.975,4
161,hiphop,32yRkE0z5VY39z4ObQXvkd,53,True,Freezing Cold,0.826,0.56,0,-8.012,0,0.341,0.146,0.0,0.115,0.751,126.947,4
162,hiphop,4rd4bY5IzC4AN6NdgYGtWD,66,True,Freak Nasty,0.953,0.723,1,-6.437,1,0.248,0.00228,0.0,0.336,0.221,99.969,4
163,hiphop,6hgEAYd3CimkLdOa4VgwTw,59,True,Move It (feat. Offset),0.964,0.39,1,-8.812,1,0.308,0.0936,0.0,0.0929,0.106,122.99,4
164,hiphop,4dOmgE4ULbySxpeGObN8RL,77,True,Syphilis,0.782,0.659,1,-3.103,1,0.248,0.0696,0.0,0.168,0.336,148.03,4
165,hiphop,6SIR9Zx1I9VaFDPj99z9JW,67,True,Proud Of U (feat. Young Thug),0.775,0.516,2,-5.924,1,0.32,0.0679,0.0,0.152,0.419,78.022,4
166,hiphop,74lnM5V6ecvoTPV0fvptx9,84,True,Nuketown (feat. Juice WRLD),0.808,0.617,10,-9.32,0,0.442,0.113,0.0,0.734,0.632,149.962,4
167,hiphop,1ZCK6ltz8WaXv5ReO15ywG,51,True,2pennies,0.839,0.286,1,-13.003,1,0.207,0.0201,0.00533,0.133,0.471,150.114,4
168,hiphop,12DHm8dbjTmL7yT63Tf0MN,59,True,Hood Gunna (feat. Gunna),0.861,0.442,2,-8.138,1,0.262,0.226,0.0,0.16,0.171,128.111,4
169,hiphop,4I5uWfaZIrkKCHrbO7eLMV,63,True,Gloria,0.446,0.622,9,-7.561,0,0.0543,0.316,0.00011,0.362,0.963,155.66,4
170,hiphop,5DQIbVPfE80P3wX2fahh3w,64,True,Rodman,0.936,0.511,1,-4.895,1,0.109,0.362,0.0,0.0871,0.337,130.043,4
171,hiphop,4eIT2gZ0WZyJpgfmoD6saJ,82,True,Act Up,0.938,0.638,8,-4.696,1,0.188,0.0171,0.0,0.111,0.313,97.07,4
172,hiphop,4CVnmHGwDgZFXeWzYq6TfC,59,True,Can't Fall N Luv (feat. Smooky MarGielaa),0.892,0.401,1,-10.962,1,0.116,0.395,1.51e-06,0.0954,0.288,130.086,4
173,hiphop,67fNrBUMc7iWMofdCaoJV9,83,True,Bleed It,0.845,0.76,1,-6.007,0,0.357,0.221,0.0,0.107,0.558,101.865,4
174,hiphop,4JIPyaaceaEZtOJAWmzBzF,67,True,Salute (feat. French Montana),0.768,0.729,9,-4.079,0,0.102,0.331,0.0,0.126,0.588,152.038,4
175,hiphop,0hd2KQJUwiq06rzN2h5Vuu,59,False,Not Sure,0.802,0.216,7,-13.347,1,0.106,0.185,0.000706,0.162,0.372,129.93,4
176,hiphop,5R4wXFpTPt9vDCTFS5VqWZ,57,False,Never (Let You Go),0.672,0.656,0,-7.14,1,0.327,0.298,0.0,0.125,0.425,120.178,4
177,hiphop,0c7K73roy6RW4ebDkf4yGh,63,True,Valentino,0.745,0.718,9,-4.853,0,0.183,0.197,0.0,0.134,0.539,151.097,4
178,hiphop,6zlBoRMKQv2UyrafMVoQlq,62,True,CLONES,0.791,0.494,9,-8.705,1,0.347,0.184,0.0182,0.482,0.6,146.003,4
179,hiphop,4pzQ8p0jnnB0HMcwWDWeeP,58,True,Misery Needs Company,0.733,0.58,6,-6.519,0,0.0885,0.0101,0.0,0.111,0.229,138.055,4
180,hiphop,3j74Rz7pfvxd621GXbYMJY,69,True,Be Like Me (feat. Lil Wayne),0.948,0.396,5,-8.08,0,0.173,0.00335,0.0,0.192,0.593,104.006,4
181,hiphop,60gPDYEZ9DyV1OuL9YKM0q,61,True,Dreams,0.849,0.501,10,-4.322,0,0.225,0.249,0.0,0.105,0.875,77.005,4
182,hiphop,5bWYPkdp7tPbp1dhE9AX43,72,True,Yao Ming,0.938,0.504,4,-6.414,0,0.364,0.179,0.0,0.102,0.586,139.976,4
183,hiphop,59VNspSnCfoeGyNTGcSgsh,68,True,BLACKJACK (feat. YBN Cordae) - Remix,-100000.0,-100000.0,-100000,-100000.0,-100000,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000
184,hiphop,15Y949TGjUppdT78h0S49P,71,True,Gassed Up!,-100000.0,-100000.0,-100000,-100000.0,-100000,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000
185,hiphop,3SMvKWD9uGhSpG31pfqdRZ,70,True,Gangsta Fever,-100000.0,-100000.0,-100000,-100000.0,-100000,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000
186,hiphop,4zMmqb0pYwX6b0qc0slCoT,67,True,Only Child,-100000.0,-100000.0,-100000,-100000.0,-100000,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000
187,hiphop,1SSDKFku3ZwZUjsOKjn4Xi,58,True,187,-100000.0,-100000.0,-100000,-100000.0,-100000,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000
188,hiphop,37pqoamiQVw95UEiiE0viQ,56,True,SOMETHING FROM NOTHIN' (feat. Rich The Kid),-100000.0,-100000.0,-100000,-100000.0,-100000,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000
189,hiphop,6Ng3G6kWYNCp96gtGUnGGZ,59,True,Froze Up (feat. SOB X RBE),-100000.0,-100000.0,-100000,-100000.0,-100000,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000
190,hiphop,2nOrEg4ZHuR0cFQHeV8RnI,73,True,Locationships,-100000.0,-100000.0,-100000,-100000.0,-100000,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000
191,hiphop,6MDjeiUWPPgEwLtiBrr9he,76,True,My Year,-100000.0,-100000.0,-100000,-100000.0,-100000,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000
192,hiphop,5AjINjwKyRvQJhSe2zpPHi,81,True,Pop Out (feat. Lil TJay),-100000.0,-100000.0,-100000,-100000.0,-100000,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000
193,hiphop,7FREL97FImTdOrBHZCP8DV,58,True,"Neat (feat. Young Dolph, YFN Lucci, Peewee Longway, Flipp Dinero & G Herbo) - Remix",0.811,0.767,11,-5.095,0,0.28,0.0767,0.0,0.522,0.729,119.964,4
194,hiphop,35Rbqn962gEydsN1VKOC3T,66,True,Soho (feat. JID),0.792,0.603,5,-7.216,0,0.362,0.252,0.0,0.08,0.515,137.088,4
195,hiphop,0rLfccUtmbhlmTAOzc4gkT,64,True,Never Scared (feat. Juice WRLD),0.517,0.742,1,-5.941,1,0.216,0.0607,1.53e-06,0.107,0.145,81.969,4
196,hiphop,1hKJ9rIQuhVcU4ur6uH9zx,54,True,Cash App (feat. Offset),0.85,0.562,6,-7.208,0,0.222,0.148,0.0,0.0814,0.412,144.93,4
197,hiphop,58c3EPWiOpN7DckK8MIpHk,63,True,Meet Again,0.799,0.563,0,-8.648,1,0.132,0.34,0.0,0.144,0.606,149.964,4
198,hiphop,015jLlgBeSkl3CApWJhlv7,75,True,Rainy Days (feat. Eminem),0.866,0.51,10,-6.254,1,0.256,0.0146,0.0,0.107,0.171,106.949,4
199,hiphop,5HFCFmjuSubniEXnFOpiZG,73,True,Goat,0.841,0.678,5,-6.963,0,0.227,0.148,0.0,0.327,0.493,137.02,4
200,hiphop,0uLqZ8RMVB0THpnY6JIFsv,51,False,sleep well,0.608,0.187,11,-13.821,0,0.0941,0.762,0.782,0.12,0.277,74.967,4
201,hiphop,5wJmmRVkx1dfghYHOFjT8n,67,False,sorry,0.548,0.302,10,-12.869,1,0.12,0.752,0.893,0.314,0.546,127.159,4
202,hiphop,79JRTaZyyrmTK31SuEkgWh,55,False,Hands Free,0.741,0.0753,4,-12.26,0,0.166,0.243,0.868,0.105,0.308,148.072,4
203,hiphop,5Jm9dU50Rpzz5Yao9ynzQs,55,False,yellow chords,0.561,0.0644,7,-13.783,0,0.481,0.197,0.884,0.0932,0.96,130.583,3
204,hiphop,5Hq1CQHBuaxjHSCgj6DoUu,52,False,Pillars of Creation,0.807,0.265,0,-7.969,0,0.279,0.0402,0.93,0.0866,0.617,160.369,4
205,hiphop,4WMhD2aaKegdm7qjyo4mxw,55,False,Revell,0.727,0.0874,0,-19.549,1,0.074,0.934,0.935,0.101,0.526,80.966,4
206,hiphop,5uZEVvw7GrtTZXf8lVIoUo,51,False,walk,0.751,0.134,6,-10.666,1,0.0584,0.893,0.901,0.113,0.245,77.973,4
207,hiphop,3Oa86tDOeUTcCPdmhPAHDv,57,False,Faith,0.762,0.144,0,-15.852,1,0.0428,0.683,0.913,0.104,0.483,160.526,4
208,hiphop,78QND38pGuTWcwqJkKrrc3,57,False,eucalyptus,0.531,0.108,6,-16.624,1,0.131,0.591,0.894,0.109,0.719,176.817,4
209,hiphop,0WP2NBlIwgPnkzIWw7eTMN,50,False,Ayahuasca,0.522,0.333,0,-15.777,0,0.369,0.599,0.257,0.28,0.65,142.684,4
210,hiphop,5tuJ4QwLV5xk16JQZcSb2O,50,False,Last Stop.,0.497,0.171,10,-16.965,1,0.056,0.944,0.523,0.0759,0.0645,99.039,4
211,hiphop,7GGTWE47TVBKpOQifTljZU,50,False,Bliss,0.887,0.203,8,-7.655,1,0.272,0.839,0.691,0.118,0.686,83.898,4
212,hiphop,5vr5xkYPlYtdMtdPQbKXW4,50,False,Same Detergent,0.545,0.237,0,-13.272,0,0.287,0.711,0.898,0.269,0.538,100.345,5
213,hiphop,6wUDIvG1swx9ecmBBvO0ZR,58,False,Sk8teing in Central Park,0.811,0.193,7,-13.411,0,0.386,0.841,0.929,0.113,0.545,81.02,4
214,hiphop,6g01exIXDrTUIJ7obFiY3y,50,False,I0000012,0.718,0.252,11,-10.62,1,0.0387,0.565,0.95,0.114,0.542,84.976,4
215,hiphop,2HcCZD05HwVcrq5bQOBIpd,50,False,Lila Delphin,0.641,0.122,1,-15.422,1,0.0644,0.742,0.879,0.0591,0.0661,137.803,3
216,hiphop,5xyv8c1XrpwElqySsaWEnQ,51,False,Nature Chill,0.725,0.28,8,-16.393,1,0.321,0.254,0.611,0.104,0.67,80.015,4
217,hiphop,56ir9LGNYpV3O4U5ShDvn9,51,False,Ghost Train Haze,0.566,0.125,11,-9.77,0,0.136,0.549,0.543,0.125,0.524,128.428,5
218,hiphop,726ePudxFD6qS1mg4B0QzQ,50,False,Panama,0.624,0.221,0,-7.367,1,0.252,0.664,0.000611,0.371,0.43,79.949,4
219,hiphop,1yM7uqRe7iIvVvZdqamAQr,50,False,Hermit,0.708,0.718,0,-13.72,1,0.204,0.943,0.73,0.215,0.906,74.714,4
220,hiphop,1pHgIBWGCrXqTpBnZmQSP3,53,False,Men Cry,0.667,0.25,11,-14.077,0,0.159,0.152,0.887,0.115,0.636,172.008,4
221,hiphop,3yikhIABtuEe5tCdDzwfQT,52,False,Stardust,0.718,0.694,4,-7.288,0,0.218,0.47,0.884,0.144,0.672,167.994,4
222,hiphop,1lDuKuXkQ0ZTVXXhUXyCZB,50,False,chimney,0.872,0.142,9,-10.473,0,0.537,0.586,0.0752,0.111,0.528,88.171,4
223,hiphop,0DCp9qI1JeaG0027LbWk3Z,51,False,a.r.,0.639,0.126,11,-16.291,1,0.0759,0.822,0.915,0.103,0.86,80.104,4
224,hiphop,2s0yqhsKHsepGeT78kiZYW,56,False,Schehmetmoll,0.903,0.253,5,-9.52,0,0.13,0.664,0.744,0.109,0.693,85.018,4
225,hiphop,6dYfTqwjAxH96ttGUbDZIc,51,False,calm,0.684,0.0356,11,-15.651,1,0.132,0.273,0.796,0.118,0.579,143.919,4
226,hiphop,1NkMslFN0v2U88djJg1XWf,53,False,Redux,0.713,0.19,7,-15.586,0,0.0625,0.896,0.923,0.0963,0.29,78.018,4
227,hiphop,37i2zk7YQxvQZs0iGPCX3S,51,False,Lovely,0.68,0.0713,1,-20.632,1,0.126,0.918,0.965,0.103,0.426,84.982,4
228,country,2rxQMGVafnNaRaXlRMWPde,83,False,Beautiful Crazy,0.552,0.402,11,-7.431,1,0.0262,0.676,0.0,0.0928,0.382,103.313,4
229,country,3L5cSHbf7oBWubuCwJbUGt,72,False,Nothing To Do Town,0.551,0.836,2,-5.182,1,0.0338,0.0249,1.33e-05,0.222,0.911,147.954,4
230,country,6ERR6e7h6wCqGoz1TjiUJb,63,False,Knockin' Boots,0.739,0.682,2,-3.728,1,0.205,0.129,0.0,0.328,0.634,131.983,4
231,country,0QFvybNsiwupz72jpQWxKn,62,False,That's How You Got It,0.673,0.683,4,-4.224,1,0.0321,0.00181,1.06e-05,0.099,0.824,89.984,4
232,country,7C6JnGZRj0HMIF06rlz9Mb,74,False,Make It Sweet,0.539,0.859,7,-4.465,1,0.0399,0.0317,0.0,0.102,0.456,89.937,4
233,country,7xELq8WliIctkuvWXONX6d,71,False,Closer To You,0.662,0.685,4,-4.561,0,0.0302,0.125,0.0,0.0961,0.447,111.964,4
234,country,0bPnT6i9H1p8Vd85GS6Z7I,77,False,Night Shift,0.628,0.757,7,-3.561,1,0.0281,0.113,0.0,0.263,0.727,96.016,4
235,country,0ME4uQYTQmovH1v9PbWqW2,73,False,Lead Me On,0.464,0.688,8,-4.553,1,0.0301,0.106,0.0,0.146,0.411,173.793,4
236,country,698eQRku24PIYPQPHItKlA,79,False,She Got the Best of Me,0.533,0.907,11,-3.793,1,0.0406,0.0292,0.0,0.386,0.7,150.99,4
237,country,3bDXhWsPiFTHtrsMg5faL2,74,False,What Makes You Country,0.513,0.949,0,-1.723,1,0.0461,0.0104,0.0,0.154,0.797,159.985,4
238,country,4qQwGRtGT7l6ckQtdPEFd4,78,False,Talk You Out Of It,0.651,0.708,4,-4.791,1,0.0376,0.582,0.0,0.0796,0.558,119.964,4
239,country,4WCDbasKSCy6E2OozyqM9J,71,False,Heart's Having a Hard Time,0.494,0.63,6,-5.037,1,0.0436,0.0332,0.0,0.115,0.287,81.824,4
240,country,38nVuIj9mi5a8oopOJhSJk,76,False,Here Tonight,0.517,0.776,11,-5.271,1,0.0362,0.0144,0.0,0.113,0.448,96.002,4
241,country,0i2qj6IvyogojhQZRoJ80J,68,False,Slower,0.697,0.531,2,-7.141,1,0.0268,0.251,0.000125,0.0954,0.631,99.98,4
242,country,3DSPGSyHGMn0deRJTu8OnK,70,False,All On You,0.375,0.731,6,-4.123,1,0.0472,0.0703,0.0,0.0996,0.751,168.049,4
243,country,73Jdi1pXMmpo5LcsSXiFLO,71,False,Forever's Gotta Start Somewhere,0.544,0.759,0,-4.506,1,0.0374,0.053,5.87e-05,0.0992,0.386,107.904,4
244,country,5g0XcG0apQTlO3X8r38vGf,59,True,Down To The Honkytonk,0.623,0.828,3,-4.272,1,0.0565,0.162,0.0,0.0976,0.953,82.059,4
245,country,6VcXUV6nNDhFHDxJbtNSWx,68,False,Love Wins,0.523,0.865,7,-4.697,1,0.0989,0.0112,0.0,0.153,0.325,135.115,4
246,country,0uSGTaHms9ceAxb7L6VLrU,75,False,All To Myself,0.651,0.782,1,-4.622,1,0.0303,0.23,0.0,0.139,0.619,94.94,4
247,country,64wjSAPLRnrjNByQCxnX3u,73,False,To a T,0.687,0.641,11,-5.814,1,0.03,0.17,0.0,0.111,0.663,120.04,4
248,country,5MWj28tW4Kt3ISnIXdTQux,74,False,Someone I Used To Know,0.621,0.746,6,-5.69,0,0.03,0.000927,0.00108,0.102,0.334,107.953,4
249,country,6eKhWSDPM9cDicwsBCvUwB,70,False,Love That About You,0.552,0.573,9,-6.585,1,0.0948,0.0463,0.0,0.105,0.525,182.14,4
250,country,5AnSllIrgGsCZzZJkVnApx,79,False,Eyes On You,0.606,0.652,9,-6.982,1,0.0281,0.323,0.0,0.201,0.476,97.155,4
251,country,54K7AZoGpQklpygKrxZlKN,72,False,Living,0.517,0.813,1,-6.325,1,0.0558,0.0153,0.0,0.106,0.444,83.005,4
252,country,7JK0nPw98vJmgEElMUfg5v,70,False,Take It From Me,0.598,0.893,10,-3.136,1,0.0497,0.0227,0.0,0.352,0.667,100.031,4
253,country,56eGOeSsqdg3FLxdo83TwV,78,False,Rumor,0.655,0.56,9,-6.857,1,0.0486,0.749,0.0,0.115,0.599,140.975,4
254,country,68JS5SFTnW5Yv9Vzw81Jf0,76,False,Millionaire,0.602,0.463,10,-9.666,1,0.0279,0.165,0.00968,0.0975,0.454,142.635,4
255,country,6foY66mWZN0pSRjZ408c00,80,False,Whiskey Glasses,0.615,0.68,6,-4.582,1,0.0286,0.364,1.75e-06,0.115,0.702,149.992,4
256,country,3yHTTHbT058Ow0favhZO38,68,False,Rearview Town,0.526,0.85,10,-4.47,0,0.0313,0.023,0.0,0.0948,0.338,141.973,4
257,country,76jICtPC51cXmetYVnOqHu,63,False,That Old Truck,0.601,0.635,1,-7.248,1,0.032,0.388,2.02e-05,0.187,0.629,93.466,4
258,country,6IqUm14MgoKbwt6jdGBikH,75,False,Better Off Gone,0.672,0.622,5,-7.421,0,0.176,0.117,0.0,0.113,0.561,100.016,4
259,country,2cxU72H3CkiHJKiJhOj1Rm,69,False,Home With Her,0.731,0.614,7,-7.525,0,0.0628,0.137,1.3e-05,0.151,0.508,80.025,4
260,country,3y5B5ebFMzEEFqCPOesAXR,77,False,GIRL,0.44,0.793,6,-3.95,1,0.0502,0.0677,0.0,0.0788,0.447,143.599,4
261,country,1OfEfwXp9IKC5qRTtiGUWg,60,False,Every Little Honky Tonk Bar,0.66,0.83,5,-5.099,1,0.029,0.292,0.0,0.141,0.856,122.079,4
262,country,6zT47fVadGsDGLnsS82r5P,72,False,Lost in the Middle of Nowhere (feat. Becky G),0.559,0.754,6,-5.344,0,0.0481,0.00184,0.000462,0.0366,0.438,85.993,4
263,country,6SzCgkimMZ97h2GluSWSzd,72,False,Keep It Simple,0.673,0.827,7,-3.162,0,0.0389,0.00661,0.0,0.18,0.947,126.073,4
264,country,1s3ADRSddQ3Ca1GR0rsI8W,71,False,Thought About You,0.563,0.745,2,-4.753,1,0.0288,0.24,4.96e-05,0.11,0.28,121.015,4
265,country,3ksmU0DaEUMEVzx5V6cc3z,75,False,One Man Band,0.705,0.363,6,-8.327,1,0.0355,0.667,0.0,0.112,0.482,75.98,4
266,country,5NfJGBAL9mgFPRQxKJmiX2,75,False,Miss Me More,0.643,0.72,2,-7.146,1,0.0527,0.014,0.0,0.0834,0.491,96.028,4
267,country,1HY7Ze0NWqDJkl4g4MV62Q,78,False,Look What God Gave Her,0.732,0.847,2,-3.921,1,0.0307,0.0221,0.0,0.246,0.885,113.012,4
268,country,2TLDilmv1UmRTfyb7f2Hrx,74,False,One That Got Away,0.565,0.825,10,-4.245,1,0.0417,0.00303,0.0,0.0779,0.609,160.003,4
269,country,1D07CwYBPqu8NbQTdu9C1g,75,False,Good as You,0.634,0.516,8,-6.05,1,0.0373,0.4,0.0,0.142,0.769,153.831,4
270,country,1dyxS3YzBbL0t8rEVwVQ1K,63,False,God's Country,0.538,0.752,10,-5.106,1,0.0396,0.0608,5.39e-06,0.118,0.217,139.984,4
271,country,3yOs8FffuG6hPbzQG9lIqV,75,False,I Don't Know About You,0.594,0.808,1,-5.749,1,0.0615,0.601,0.0,0.119,0.73,144.028,4
272,country,2BgunkkepMPFpArQj1Dx5s,77,False,Caught Up In The Country,0.564,0.904,7,-3.808,1,0.0582,0.00719,0.0,0.528,0.637,124.102,4
273,country,3npzogdOEiVsieXmmhBepL,85,False,The Bones,0.612,0.57,11,-6.642,0,0.0347,0.279,0.0,0.0963,0.335,77.004,4
274,country,43CFDpciGFDm226POTLEXU,72,False,Love Someone,0.423,0.813,9,-5.011,1,0.0507,0.218,1.62e-06,0.0732,0.421,173.995,4
275,country,5SO7pvSFiXwU0e1z7C4X7H,70,False,Alcohol You Later,0.671,0.597,8,-7.011,1,0.0351,0.0259,0.0,0.116,0.422,100.039,4
276,country,0AYbVoeF03NYhM0fvKjAuU,71,False,Make Me Want To,0.519,0.872,2,-3.212,1,0.0616,0.0793,0.0,0.111,0.74,179.965,4
277,country,2h8szyWmfavIbiWm0KWpB0,65,False,Can’t Hide Red,0.514,0.864,4,-3.246,0,0.0502,0.0256,0.0,0.103,0.471,94.927,4
278,country,4Ez9NC93nmYt66wS9FYHxi,54,False,Urban Love,0.474,0.559,0,-11.336,0,0.38,0.16,0.0,0.0548,0.409,149.902,4
279,country,53Mxh0iLQxTOeqEBbFZkMY,51,False,Until My Heart Stops Beating,0.631,0.792,6,-6.39,1,0.0513,0.0318,0.0,0.106,0.437,120.004,4
280,country,7Mf0yxd8aivj6w4Ruly6J4,56,False,I Like Where This Is Going,0.543,0.861,2,-3.802,1,0.0622,0.0989,0.0,0.3,0.725,77.988,4
281,country,27uTTDoBDuJwcjUifAxxCe,50,False,Pull It Off,0.651,0.881,1,-3.904,0,0.0468,0.0327,3.01e-05,0.0905,0.628,124.029,4
282,country,1AQszNoIKRUCQKd9CGWfpO,50,False,New Boots,0.563,0.797,9,-4.702,1,0.0284,0.0143,0.0,0.105,0.672,109.958,4
283,country,7bQr8OqbPJq13qfnBIaaYe,65,False,Goner,0.617,0.816,1,-5.277,1,0.0392,0.0898,0.000366,0.0877,0.698,103.058,4
284,country,4WCDbasKSCy6E2OozyqM9J,71,False,Heart's Having a Hard Time,0.494,0.63,6,-5.037,1,0.0436,0.0332,0.0,0.115,0.287,81.824,4
285,country,3rismG4OitRI9SZjBmKfvY,39,False,History,0.611,0.749,11,-6.14,0,0.0321,0.0191,0.0,0.384,0.571,132.067,4
286,country,6csJB5yWWTxXHlt4e6Vezr,51,False,Had a Thing,0.585,0.426,1,-7.404,1,0.0257,0.768,1.52e-06,0.0746,0.291,133.912,4
287,country,3h6iO8ITzaNHmsKltfX10c,36,False,It's Only Midnight,0.593,0.837,9,-4.834,1,0.0302,0.0844,0.0,0.148,0.569,99.947,4
288,country,6IqUm14MgoKbwt6jdGBikH,75,False,Better Off Gone,0.672,0.622,5,-7.421,0,0.176,0.117,0.0,0.113,0.561,100.016,4
289,country,0YVdTI4w1BEqSjGNXcRjX1,61,False,REDNECKER,0.538,0.751,7,-5.472,1,0.0343,0.0506,9.52e-05,0.1,0.51,143.964,4
290,country,3RdQ7yvF9JZrUn5WSV0xWn,52,False,What Lonely Looks Like,0.661,0.835,5,-5.833,1,0.0334,0.15,0.0,0.308,0.907,98.016,4
291,country,73Jdi1pXMmpo5LcsSXiFLO,71,False,Forever's Gotta Start Somewhere,0.544,0.759,0,-4.506,1,0.0374,0.053,5.87e-05,0.0992,0.386,107.904,4
292,country,63WN7V4TxHV9vrlqX7sjpR,59,False,Drink All Day,0.569,0.901,3,-4.965,1,0.0527,0.137,0.0,0.111,0.95,166.106,4
293,country,6ysfrXnADdeTtW20oSybln,57,False,Shallow,0.561,0.673,7,-4.186,1,0.0278,0.232,0.0,0.0829,0.326,95.989,4
294,country,6p3tET0bTKLDv4iF0hl0p2,57,False,Try Saying Goodbye,0.432,0.77,5,-7.076,1,0.0331,0.0117,0.0,0.0849,0.335,93.858,4
295,country,64wjSAPLRnrjNByQCxnX3u,73,False,To a T,0.687,0.641,11,-5.814,1,0.03,0.17,0.0,0.111,0.663,120.04,4
296,country,6voi5xnLs9JKmWG2oLmgDU,65,False,Raised on Country,0.572,0.794,2,-3.224,1,0.0455,0.395,0.0,0.23,0.79,148.095,4
297,country,7su9EcwXJVIw5tXGWtaIQc,55,False,Wrecks Me,0.476,0.841,8,-3.607,0,0.0499,0.0445,0.0,0.165,0.768,162.011,4
298,country,43dxXEc5kHz64AE26DQ63l,56,False,Really Shouldn't Drink Around You,0.62,0.733,9,-4.794,1,0.0517,0.621,0.0,0.0755,0.507,73.021,4
299,country,27CsW8PUwPWonD3OfXfRze,57,False,That's On Me,0.659,0.695,2,-4.486,1,0.0291,0.603,4.98e-05,0.21,0.577,90.01,4
300,country,0waP50c1rVWjkMc4Ja8Qks,62,False,She Ain't Me,-100000.0,-100000.0,-100000,-100000.0,-100000,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000
301,country,0i2qj6IvyogojhQZRoJ80J,68,False,Slower,-100000.0,-100000.0,-100000,-100000.0,-100000,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000
302,country,7Mf0yxd8aivj6w4Ruly6J4,56,False,I Like Where This Is Going,-100000.0,-100000.0,-100000,-100000.0,-100000,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000
303,country,1VJwwtODVYNjgk1O7J16m0,43,False,Pretty Shiny Things,0.582,0.154,0,-10.818,1,0.0358,0.873,0.0,0.0792,0.311,107.972,4
304,country,5MWj28tW4Kt3ISnIXdTQux,74,False,Someone I Used To Know,0.621,0.746,6,-5.69,0,0.03,0.000927,0.00108,0.102,0.334,107.953,4
305,country,5OBtr92M0xsvOGqpnz3LzW,66,False,Ridin' Roads,0.547,0.817,9,-4.255,1,0.0448,0.0986,0.0,0.136,0.592,142.118,4
306,country,68ZNcZO2IGCBO0VyVv5hRN,40,False,"Hold On - From ""Breakthrough"" Soundtrack",0.321,0.267,4,-7.09,1,0.032,0.861,1.59e-06,0.0913,0.125,75.631,4
307,country,17W3UG45FiaSO3yatIUaZ5,52,False,A Little Less Talk And A Lot More Action,0.731,0.862,9,-5.029,1,0.0392,0.141,0.0,0.0878,0.937,124.884,4
308,country,4AWZVz9cuAS1ZsJUB5cq8S,49,False,(This Ain't) No Thinkin' Thing,0.628,0.807,9,-3.835,0,0.0251,0.156,4.92e-05,0.0962,0.554,116.058,4
309,country,1fYypIR0kaFzaSRbzvtjl9,59,False,Indian Outlaw,0.664,0.739,9,-7.229,1,0.0415,0.0364,4.99e-05,0.282,0.759,110.101,4
310,country,2lKA9bNdd4kAoeHiufa0aK,49,False,You Win My Love,0.707,0.802,6,-8.943,1,0.0352,0.0165,0.0,0.0697,0.947,127.732,4
311,country,5O0GOy0L0zfDTPv9eIApkg,49,False,In a Different Light,0.462,0.485,5,-7.533,1,0.0247,0.146,2.24e-06,0.0604,0.506,168.374,4
312,country,51uGoXB3PbXLyeH0aPGo7H,55,False,Hard Workin' Man,0.692,0.77,0,-9.361,1,0.0369,0.333,1.17e-06,0.0552,0.731,151.51,4
313,country,5HnQOKyufF35sNeQAVRvVs,45,False,I Think About You,0.706,0.716,0,-6.931,1,0.0251,0.227,0.0,0.111,0.839,120.75,4
314,country,09nWHcNuohUS7HMPdIDwrr,46,False,What Mattered Most,0.529,0.509,0,-8.926,1,0.0253,0.415,0.0,0.171,0.27,142.311,4
315,country,5WEK4szbQp9c7ZK6LkYd9k,50,False,The Keeper Of The Stars,0.572,0.261,2,-12.83,1,0.025,0.529,1.13e-06,0.145,0.0669,78.094,4
316,country,2KZXnN63ae6G6Cai2NhPkG,50,False,The Shake,0.677,0.892,9,-5.709,1,0.0527,0.0755,6.6e-06,0.202,0.898,145.921,4
